Media Source,Date,Headline,link,Type (News/Editorial)
wapo,10/16/2023,"Monday briefing: Israel-Gaza war; Trump gag order hearing; Jim Jordan; Rite Aid; Suzanne Somers; Taylor Swift; and moreJamie Ross • October 16, 2023",https://www.washingtonpost.com/the-seven/2023/10/16/what-to-know-for-october-16/,News
wapo,10/16/2023,"Trump, under fire for Israel comments, proposes fresh crackdown on Muslim immigrantsIsaac Arnsdorf • October 16, 2023",https://www.washingtonpost.com/politics/2023/10/16/trump-muslim-immigrants-crackdown/,News
wapo,10/16/2023,"Vatican seeks to defuse tensions with Israel as it offers mediation in the Holy LandClaire Giangrave • October 16, 2023",https://www.washingtonpost.com/religion/2023/10/16/israel-gaza-vatican-mediation/,News
wapo,10/16/2023,"Palestinian American boy stabbed to death in hate crime, sheriff saysHannah Allam • October 15, 2023",https://www.washingtonpost.com/national-security/2023/10/16/muslim-boy-stabbed-chicago-landlord/,News
wapo,10/16/2023,"What is UNRWA, the U.N. agency in Gaza struggling to help Palestinians?  Bryan Pietsch • October 16, 2023",https://www.washingtonpost.com/world/2023/10/16/unrwa-palestine-gaza-un-refugee/,News
wapo,10/16/2023,"It’s becoming impossible to report from GazaLaura Wagner • October 16, 2023",https://www.washingtonpost.com/style/media/2023/10/16/gaza-journalists-palestinian-reporters-challenges/,News
wapo,10/15/2023,"An Israeli reoccupation of Gaza would be a mistake, Biden saysYasmeen Abutaleb • October 15, 2023",https://www.washingtonpost.com/politics/2023/10/15/biden-israel-occupy-gaza-big-mistake/,News
wapo,10/15/2023,"Israeli ground offensive in Gaza could be a ‘bloodbath,’ analysts sayDan Lamothe • October 15, 2023",https://www.washingtonpost.com/national-security/2023/10/15/israel-gaza-urban-warfare-bloodbath/,News
wapo,10/15/2023,"Israel vows to ‘destroy’ Hamas. What happens to Gaza at the war’s end?Steve Hendrix • October 15, 2023",https://www.washingtonpost.com/world/2023/10/15/israel-gaza-war-end/,News
wapo,10/15/2023,"Trump’s GOP rivals slam his Israel comments. Strategists are skeptical it will change minds.Meryl Kornfield • October 15, 2023",https://www.washingtonpost.com/politics/2023/10/15/trump-rivals-slam-israel-comments-gop/,News
wapo,10/15/2023,"U.S. officials signal pressure on Israel to address Gaza crisisClaire Parker • October 15, 2023",https://www.washingtonpost.com/world/2023/10/15/biden-israel-gaza-crisis/,News
wapo,10/15/2023,"Palestinians abroad struggle to contact family in Gaza as siege continuesFrances Vinall • October 15, 2023",https://www.washingtonpost.com/world/2023/10/15/palestinian-contact-gaza-israel-blackout/,News
wapo,10/15/2023,"Blinken meets resistance in courtship of Egypt and Saudi Arabia on Gaza warJohn Hudson • October 15, 2023",https://www.washingtonpost.com/national-security/2023/10/15/blinken-saudi-egypt-israel-gaza/,News
wapo,10/15/2023,"Former ambassador named U.S. special envoy for Mideast humanitarian efforts Trisha Thadani • October 15, 2023",https://www.washingtonpost.com/world/2023/10/15/state-department-israel-gaza-envoy-satterfield/,News
wapo,10/15/2023,"Gaza residents face food and water shortages as they flee southLoay Ayyoub • October 15, 2023",https://www.washingtonpost.com/world/2023/10/15/gaza-crisis-israel-hamas-war/,News
wapo,10/14/2023,"Israeli military preparing ‘wide range’ of attacks as Gaza residents flee October 14, 2023",https://www.washingtonpost.com/world/2023/10/14/israel-gaza-war-updates-hamas-palestine/,News
wapo,10/14/2023,"A flood of misinformation shapes views of Israel-Gaza conflictElizabeth Dwoskin • October 14, 2023",https://www.washingtonpost.com/technology/2023/10/14/propaganda-misinformation-israel-hamas-war-social-media/,News
wapo,10/14/2023,"Analysis | U.S. seeks to lead on Israel, Ukraine. House Republicans still mired in chaos.Dan Balz • October 14, 2023",https://www.washingtonpost.com/politics/2023/10/14/biden-republicans-speaker-chaos/,News
wapo,10/14/2023,"Hundreds of thousands flee south in Gaza after Israel orders evacuationLoay Ayyoub • October 14, 2023",https://www.washingtonpost.com/world/2023/10/14/gaza-evacuation-israel-hamas-war/,News
wapo,10/14/2023,"Israel vows ‘complete victory’ over Hamas as Gaza crisis deepens Shira Rubin • October 14, 2023",https://www.washingtonpost.com/world/2023/10/14/israel-hamas-gaza-war/,News
wapo,10/14/2023,"Politicians called them ‘traitors.’ Now they’re manning Israel’s home front.Shira Rubin • October 14, 2023",https://www.washingtonpost.com/world/2023/10/14/israel-brothers-in-arms-gaza-border/,News
wapo,10/14/2023,"Survivors of Hamas’s rampage in Israel recount the horrors they sawZoeann Murphy, Jon Gerberg, Miriam Berger and Whitney Shefte • October 14, 2023",https://www.washingtonpost.com/world/interactive/2023/survivors-hamas-attack/,News
wapo,10/14/2023,"U.S. institutions under fire for their support — or silence — on IsraelLaura Meckler • October 14, 2023",https://www.washingtonpost.com/nation/2023/10/14/colleges-companies-israel-hammas-conflict/,News
wapo,10/14/2023,"NYC GOP councilwoman arrested for bringing gun to pro-Palestinian rallyTobi Raji • October 14, 2023",https://www.washingtonpost.com/politics/2023/10/14/israel-nyc-councilwoman-gop-vernikov-gun/,News
wapo,10/14/2023,"Palestinian Americans in Washington on edge watching Gaza newsJoe Heim • October 14, 2023",https://www.washingtonpost.com/dc-md-va/2023/10/14/palestinian-americans-gaza-washington-war/,News
wapo,10/14/2023,"A 1903 pogrom sparked calls for a Jewish state — to prevent attacks like this oneAndrew Porwancher • October 14, 2023",https://www.washingtonpost.com/history/2023/10/14/kishinev-pogrom-russia-israel-jews/,News
wapo,10/14/2023,"Americans remain stuck in Gaza as U.S. evacuation deal faltersJoanna Slater • October 14, 2023",https://www.washingtonpost.com/world/2023/10/14/gaza-americans-rafah-border/,News
wapo,10/14/2023,"DeSantis says U.S. should not accept refugees from GazaHannah Knowles • October 14, 2023",https://www.washingtonpost.com/politics/2023/10/14/desantis-gaza-refugees-israel/,News
wapo,10/13/2023,"Analysis | As Israel ramps up war with Hamas, backers cheer destruction of GazaIshaan Tharoor • October 12, 2023",https://www.washingtonpost.com/world/2023/10/13/israel-rhetoric-gaza-response-retribution-punishment/,News
wapo,10/13/2023,"As Israel pummels besieged Gaza, Egypt resists opening up to refugeesClaire Parker • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/egypt-gaza-border-palestinian-refugees-israel/,News
wapo,10/13/2023,"Biden holds ‘gut-wrenching’ call with families of missing Americans; Israel orders evacuation in Gaza October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/israel-gaza-war-updates-hamas-palestine/,News
wapo,10/13/2023,"Biden sends a pointed message with his impassioned embrace of IsraelToluse Olorunnipa • October 13, 2023",https://www.washingtonpost.com/politics/2023/10/13/biden-israel-full-support/,News
wapo,10/13/2023,"Friday briefing: Israel tells people to evacuate northern Gaza; Steve Scalise; Elijah McClain verdict; Taylor Swift; and moreHannah Jewell • October 13, 2023",https://www.washingtonpost.com/the-seven/2023/10/13/what-to-know-for-october-13/,News
wapo,10/13/2023,"Have war crimes been committed in Israel and Gaza?Adam Taylor • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/war-crimes-israel-gaza-hamas/,News
wapo,10/13/2023,"How the Israel-Gaza conflict is unfolding in maps and graphicsSamuel Granados • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/map-of-israel-hamas-war-conflict/,News
wapo,10/13/2023,"Israel appears to use white phosphorus in a Post verified video. What is it?Frances Vinall • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/white-phosphorus-chemical-what-is/,News
wapo,10/13/2023,"Israel orders 1 million Gazans to evacuate; U.N. says that’s impossibleSteve Hendrix • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/israel-gaza-hamas-war-west-bank/,News
wapo,10/13/2023,"France bans pro-Palestinian protests amid call for Hamas ‘day of rage’Andrew Jeong • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/france-palestine-protest-hamas-day-of-rage/,News
wapo,10/13/2023,"Evacuation order sets off chaotic scramble as Gazans run for their livesHazem Balousha • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/gaza-evacuation-hamas-israel-invasion/,News
wapo,10/13/2023,"Hamas call for ‘day of rage’ protests heightens tensions in U.S.Tim Craig • October 13, 2023",https://www.washingtonpost.com/nation/2023/10/13/day-rage-hamas-palestine-protests-america/,News
wapo,10/13/2023,"With all eyes on Gaza war, violence is quietly mounting in the West BankMiriam Berger • October 13, 2023",https://www.washingtonpost.com/world/2023/10/13/israel-gaza-war-west-bank/,News
wapo,10/12/2023,"Blinken invokes Jewish ancestry in address to grieving Israeli publicJohn Hudson • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/blinken-israel-netanyahu-hamas-gaza/,News
wapo,10/12/2023,"Lawmakers echo Israeli rhetoric ahead of Gaza ground offensiveAbigail Hauslohner • October 12, 2023",https://www.washingtonpost.com/national-security/2023/10/12/israel-congress-hamas-war/,News
wapo,10/12/2023,"Analysis | Israel-Gaza war: Three things you may have missedOlivier Knox • October 12, 2023",https://www.washingtonpost.com/politics/2023/10/12/israel-gaza-war-three-things-you-may-have-missed/,News
wapo,10/12/2023,"Analysis | Trump recenters the violence in Israel on himselfPhilip Bump • October 12, 2023",https://www.washingtonpost.com/politics/2023/10/12/trump-israel-hamas-netanyahu/,News
wapo,10/12/2023,"During the chaos of war, Israel tourism goes darkNatalie B. Compton • October 12, 2023",https://www.washingtonpost.com/travel/2023/10/12/israel-flights-hotels-tourism/,News
wapo,10/12/2023,"Elon Musk’s X faces E.U. probe over handling of Israel-Gaza warCat Zakrzewski • October 12, 2023",https://www.washingtonpost.com/technology/2023/10/12/eu-musk-x-israel-gaza-social-media-probe/,News
wapo,10/12/2023,"Filipino and Thai workers in Israel narrowly escape death Regine Cabato • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-philippines-thailand-victims/,News
wapo,10/12/2023,"Is the U.S. getting involved as Israel fights Hamas in Gaza? What to know.Niha Masih • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/us-involvement-israel-gaza-war/,News
wapo,10/12/2023,"Israel appears to use white phosphorus in Gaza, video showsMeg Kelly • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/white-phosphorus-israel-gaza-strike-video/,News
wapo,10/12/2023,"Israel formed a unity government. Who’s in the new emergency war cabinet?Steve Hendrix • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-unity-government-netanyahu-gantz/,News
wapo,10/12/2023,"Israel says it will end Hamas rule in Gaza as casualties soar Shira Rubin, Louisa Loveluck, Samantha Schmidt and Susannah George • November 9, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-seeks-end-hamas-gaza-war/,News
wapo,10/12/2023,"Israel transforms itself for war as Gaza invasion loomsSteve Hendrix • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-mobilization-gaza-war/,News
wapo,10/12/2023,"Oil prices surge above $90 a barrel after Israel orders mass evacuationsAaron Gregg • October 12, 2023",https://www.washingtonpost.com/business/2023/10/12/russian-oil-sanctions/,News
wapo,10/12/2023,"Online posts about Israel-Gaza war are costing some people their jobsTimothy Bella • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-gaza-war-social-media-job-firings/,News
wapo,10/12/2023,"Some of the most devastating strikes Israel has carried out in Gaza Laris Karklis • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-strikes-gaza-map-population-destruction/,News
wapo,10/12/2023,"Trump faults Netanyahu, calls Hezbollah ‘very smart’ amid Israel warIsaac Arnsdorf • October 11, 2023",https://www.washingtonpost.com/politics/2023/10/12/trump-israel-netanyahu-comments/,News
wapo,10/12/2023,"U.S. evangelical leaders support Israel’s right to self-defenseBob Smietana • October 12, 2023",https://www.washingtonpost.com/religion/2023/10/12/us-evangelical-leaders-support-israels-right-self-defense/,News
wapo,10/12/2023,"U.S. intel deemed wider conflict between Israel, Hezbollah ‘unlikely’ Shane Harris • October 12, 2023",https://www.washingtonpost.com/national-security/2023/10/12/discord-leaks-hezbollah-israel-war/,News
wapo,10/12/2023,"What is Hezbollah, the militant group on Israel’s northern border?Justine McDaniel • October 11, 2023",https://www.washingtonpost.com/world/2023/10/12/what-is-hezbollah-israel-lebanon/,News
wapo,10/12/2023,"Analysis | War in Gaza complicates Ukraine battle for both Zelensky and PutinAdam Taylor • October 11, 2023",https://www.washingtonpost.com/world/2023/10/12/ukraine-israel-war-russia-effects-attention/,News
wapo,10/12/2023,"For American family trapped in Gaza as bombs fall, there’s no way outJoanna Slater • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/boston-family-trapped-gaza/,News
wapo,10/12/2023,"Hamas took at least 64 captives into Gaza, visual evidence suggests Evan Hill • October 12, 2023",https://www.washingtonpost.com/investigations/2023/10/12/israel-hostage-count-videos/,News
wapo,10/12/2023,"Thursday briefing: Gaza humanitarian crisis; Steve Scalise; Ford autoworkers strike; inflation; Powerball jackpot; and moreHannah Jewell • October 12, 2023",https://www.washingtonpost.com/the-seven/2023/10/12/what-to-know-for-october-12/,News
wapo,10/11/2023,"With Gaza and Israel at war, Palestinian Authority struggles to be heardMiriam Berger • October 11, 2023",https://www.washingtonpost.com/world/2023/10/11/israel-gaza-war-abbas-pa/,News
wapo,10/11/2023,"Analysis | Five more things to watch for in the Israel-Hamas warOlivier Knox • October 11, 2023",https://www.washingtonpost.com/politics/2023/10/11/five-more-things-watch-israel-hamas-war/,News
wapo,10/11/2023,"Analysis | The troubling analogies surrounding the new Israel-Hamas warIshaan Tharoor • October 10, 2023",https://www.washingtonpost.com/world/2023/10/11/israel-hamas-history-analogy-911-precedent/,News
